,date,continent,location,life_expectancy
1724,2021Q4,Africa,Nigeria,5031.48
1725,2021Q4,Africa,Reunion,7404.160000000001
1726,2021Q4,Africa,Rwanda,6349.839999999999
1727,2021Q4,Africa,Saint Helena,7411.52
1728,2021Q4,Africa,Sao Tome and Principe,6475.88
1729,2021Q4,Africa,Senegal,6250.48
1730,2021Q4,Africa,Seychelles,6752.8
1731,2021Q4,Africa,Sierra Leone,5032.400000000001
1732,2021Q4,Africa,Somalia,5280.8
1733,2021Q4,Africa,South Africa,5899.959999999999
1734,2021Q4,Africa,South Sudan,5322.2
1735,2021Q4,Africa,Sudan,6008.52
1736,2021Q4,Africa,Tanzania,6022.32
1737,2021Q4,Africa,Togo,5615.68
1738,2021Q4,Africa,Tunisia,7056.400000000001
1739,2021Q4,Africa,Uganda,5830.04
1740,2021Q4,Africa,Zambia,5877.88
1741,2021Q4,Africa,Zimbabwe,5657.08
1742,2021Q4,Asia,Afghanistan,5964.36
1743,2021Q4,Asia,Armenia,6908.280000000001
1744,2021Q4,Asia,Azerbaijan,6716.0
1745,2021Q4,Asia,Bahrain,7110.68
1746,2021Q4,Asia,Bangladesh,6678.280000000001
1747,2021Q4,Asia,Bhutan,6603.76
1748,2021Q4,Asia,Brunei,6979.12
1749,2021Q4,Asia,Cambodia,6423.44
1750,2021Q4,Asia,China,7075.719999999999
1751,2021Q4,Asia,Georgia,6786.839999999999
1752,2021Q4,Asia,Hong Kong,7807.12
1753,2021Q4,Asia,India,6408.719999999999
1754,2021Q4,Asia,Indonesia,6598.24
1755,2021Q4,Asia,Iran,7054.56
1756,2021Q4,Asia,Iraq,6495.2
1757,2021Q4,Asia,Israel,7633.24
1758,2021Q4,Asia,Japan,7785.959999999999
1759,2021Q4,Asia,Jordan,6856.76
1760,2021Q4,Asia,Kazakhstan,6771.2
1761,2021Q4,Asia,Kuwait,6945.08
1762,2021Q4,Asia,Kyrgyzstan,6573.400000000001
1763,2021Q4,Asia,Laos,6248.64
1764,2021Q4,Asia,Lebanon,7261.56
1765,2021Q4,Asia,Macao,7750.08
1766,2021Q4,Asia,Malaysia,7006.719999999999
1767,2021Q4,Asia,Maldives,7260.64
1768,2021Q4,Asia,Mongolia,6428.040000000001
1769,2021Q4,Asia,Myanmar,6175.959999999999
1770,2021Q4,Asia,Nepal,6511.76
1771,2021Q4,Asia,North Korea,6648.839999999999
1772,2021Q4,Asia,Northern Cyprus,0.0
1773,2021Q4,Asia,Oman,7163.12
1774,2021Q4,Asia,Pakistan,6188.839999999999
1775,2021Q4,Asia,Palestine,6812.599999999999
1776,2021Q4,Asia,Philippines,6553.160000000001
1777,2021Q4,Asia,Qatar,7381.160000000001
1778,2021Q4,Asia,Saudi Arabia,6911.959999999999
1779,2021Q4,Asia,Singapore,7693.040000000001
1780,2021Q4,Asia,South Korea,7638.76
1781,2021Q4,Asia,Sri Lanka,7082.160000000001
1782,2021Q4,Asia,Syria,6688.400000000001
1783,2021Q4,Asia,Taiwan,7402.32
1784,2021Q4,Asia,Tajikistan,6541.2
1785,2021Q4,Asia,Thailand,7097.8
1786,2021Q4,Asia,Timor,6394.0
1787,2021Q4,Asia,Turkey,7147.48
1788,2021Q4,Asia,Turkmenistan,6273.48
1789,2021Q4,Asia,United Arab Emirates,7173.24
1790,2021Q4,Asia,Uzbekistan,6598.24
1791,2021Q4,Asia,Vietnam,6936.8
1792,2021Q4,Asia,Yemen,6083.040000000001
1793,2021Q4,Europe,Albania,7228.44
1794,2021Q4,Europe,Andorra,7703.160000000001
1795,2021Q4,Europe,Austria,7501.68
1796,2021Q4,Europe,Belarus,6880.68
1797,2021Q4,Europe,Belgium,7509.959999999999
1798,2021Q4,Europe,Bosnia and Herzegovina,7120.8
1799,2021Q4,Europe,Bulgaria,6904.599999999999
1800,2021Q4,Europe,Croatia,7221.08
1801,2021Q4,Europe,Cyprus,7450.160000000001
1802,2021Q4,Europe,Czechia,7302.959999999999
1803,2021Q4,Europe,Denmark,7442.8
1804,2021Q4,Europe,England,0.0
1805,2021Q4,Europe,Estonia,7244.08
1806,2021Q4,Europe,Faeroe Islands,7421.64
1807,2021Q4,Europe,Finland,7535.719999999999
1808,2021Q4,Europe,France,7604.719999999999
1809,2021Q4,Europe,Germany,7482.36
1810,2021Q4,Europe,Gibraltar,7353.56
1811,2021Q4,Europe,Greece,7566.08
1812,2021Q4,Europe,Guernsey,0.0
1813,2021Q4,Europe,Hungary,7072.959999999999
1814,2021Q4,Europe,Iceland,7635.08
1815,2021Q4,Europe,Ireland,7571.599999999999
1816,2021Q4,Europe,Isle of Man,7488.8
1817,2021Q4,Europe,Italy,7682.92
1818,2021Q4,Europe,Jersey,0.0
1819,2021Q4,Europe,Kosovo,0.0
1820,2021Q4,Europe,Latvia,6926.68
1821,2021Q4,Europe,Liechtenstein,7589.08
1822,2021Q4,Europe,Lithuania,6985.56
1823,2021Q4,Europe,Luxembourg,7567.0
1824,2021Q4,Europe,Malta,7592.76
1825,2021Q4,Europe,Moldova,6614.8
1826,2021Q4,Europe,Monaco,7981.0
1827,2021Q4,Europe,Montenegro,7072.959999999999
1828,2021Q4,Europe,Netherlands,7569.76
1829,2021Q4,Europe,North Macedonia,6973.599999999999
1830,2021Q4,Europe,Northern Ireland,0.0
1831,2021Q4,Europe,Norway,7580.8
1832,2021Q4,Europe,Poland,7243.160000000001
1833,2021Q4,Europe,Portugal,7548.599999999999
1834,2021Q4,Europe,Romania,6996.599999999999
1835,2021Q4,Europe,Russia,6677.36
1836,2021Q4,Europe,San Marino,7817.24
1837,2021Q4,Europe,Scotland,0.0
1838,2021Q4,Europe,Serbia,6992.0
1839,2021Q4,Europe,Slovakia,7133.68
1840,2021Q4,Europe,Slovenia,7481.44
1841,2021Q4,Europe,Spain,7687.52
1842,2021Q4,Europe,Sweden,7617.599999999999
1843,2021Q4,Europe,Switzerland,7707.76
1844,2021Q4,Europe,Ukraine,6629.52
1845,2021Q4,Europe,United Kingdom,7481.44
1846,2021Q4,Europe,Vatican,6911.040000000001
1847,2021Q4,Europe,Wales,0.0
1848,2021Q4,North America,Anguilla,7532.959999999999
1849,2021Q4,North America,Antigua and Barbuda,7085.839999999999
1850,2021Q4,North America,Aruba,7018.68
1851,2021Q4,North America,Bahamas,6800.64
1852,2021Q4,North America,Barbados,7285.48
1853,2021Q4,North America,Belize,6865.040000000001
1854,2021Q4,North America,Bermuda,7598.280000000001
1855,2021Q4,North America,Bonaire Sint Eustatius and Saba,7156.68
1856,2021Q4,North America,British Virgin Islands,7274.44
1857,2021Q4,North America,Canada,7583.56
1858,2021Q4,North America,Cayman Islands,7720.64
1859,2021Q4,North America,Costa Rica,7385.76
1860,2021Q4,North America,Cuba,7249.599999999999
1861,2021Q4,North America,Curacao,7256.959999999999
1862,2021Q4,North America,Dominica,6900.0
1863,2021Q4,North America,Dominican Republic,6815.36
1864,2021Q4,North America,El Salvador,6745.44
1865,2021Q4,North America,Greenland,6596.400000000001
1866,2021Q4,North America,Grenada,6660.8
1867,2021Q4,North America,Guadeloupe,7556.88
1868,2021Q4,North America,Guatemala,6835.599999999999
1869,2021Q4,North America,Haiti,5888.0
1870,2021Q4,North America,Honduras,6924.839999999999
1871,2021Q4,North America,Jamaica,6851.24
1872,2021Q4,North America,Martinique,7593.68
1873,2021Q4,North America,Mexico,6904.599999999999
1874,2021Q4,North America,Montserrat,6822.719999999999
1875,2021Q4,North America,Nicaragua,6852.160000000001
1876,2021Q4,North America,Panama,7222.92
1877,2021Q4,North America,Puerto Rico,7369.2
1878,2021Q4,North America,Saint Barthelemy,0.0
1879,2021Q4,North America,Saint Kitts and Nevis,7013.160000000001
1880,2021Q4,North America,Saint Lucia,7010.400000000001
1881,2021Q4,North America,Saint Martin (French part),7551.36
1882,2021Q4,North America,Saint Pierre and Miquelon,7458.44
1883,2021Q4,North America,Saint Vincent and the Grenadines,6672.76
1884,2021Q4,North America,Sint Maarten (Dutch part),7263.400000000001
1885,2021Q4,North America,Trinidad and Tobago,6762.92
1886,2021Q4,North America,Turks and Caicos Islands,7380.24
1887,2021Q4,North America,United States,7255.12
1888,2021Q4,North America,United States Virgin Islands,7413.36
1889,2021Q4,Oceania,American Samoa,6784.08
1890,2021Q4,Oceania,Australia,7676.48
1891,2021Q4,Oceania,Cook Islands,7015.0
1892,2021Q4,Oceania,Fiji,6204.48
1893,2021Q4,Oceania,French Polynesia,7144.719999999999
1894,2021Q4,Oceania,Guam,7366.44
1895,2021Q4,Oceania,Kiribati,6290.040000000001
1896,2021Q4,Oceania,Marshall Islands,6780.400000000001
1897,2021Q4,Oceania,Micronesia (country),6244.959999999999
1898,2021Q4,Oceania,Nauru,5516.32
1899,2021Q4,Oceania,New Caledonia,7134.599999999999
1900,2021Q4,Oceania,New Zealand,7570.68
1901,2021Q4,Oceania,Niue,6781.32
1902,2021Q4,Oceania,Northern Mariana Islands,7060.08
1903,2021Q4,Oceania,Palau,6780.400000000001
1904,2021Q4,Oceania,Papua New Guinea,5934.0
1905,2021Q4,Oceania,Pitcairn,0.0
1906,2021Q4,Oceania,Samoa,6745.44
1907,2021Q4,Oceania,Solomon Islands,6716.0
1908,2021Q4,Oceania,Tokelau,7531.12
1909,2021Q4,Oceania,Tonga,6523.719999999999
1910,2021Q4,Oceania,Tuvalu,6216.44
1911,2021Q4,Oceania,Vanuatu,6483.24
1912,2021Q4,Oceania,Wallis and Futuna,7354.48
1913,2021Q4,South America,Argentina,7053.64
1914,2021Q4,South America,Bolivia,6578.92
1915,2021Q4,South America,Brazil,6980.959999999999
1916,2021Q4,South America,Chile,7376.56
1917,2021Q4,South America,Colombia,7110.68
1918,2021Q4,South America,Ecuador,7084.92
1919,2021Q4,South America,Falkland Islands,7492.48
1920,2021Q4,South America,French Guiana,7355.400000000001
1921,2021Q4,South America,Guyana,6431.719999999999
1922,2021Q4,South America,Paraguay,6831.0
1923,2021Q4,South America,Peru,7060.08
1924,2021Q4,South America,Suriname,6594.56
1925,2021Q4,South America,Uruguay,7167.719999999999
1926,2021Q4,South America,Venezuela,6629.52
1927,2022Q1,Africa,Algeria,6919.2
1928,2022Q1,Africa,Angola,5503.5
1929,2022Q1,Africa,Benin,5559.3
1930,2022Q1,Africa,Botswana,6263.1
1931,2022Q1,Africa,Burkina Faso,5542.2
1932,2022Q1,Africa,Burundi,5542.2
1933,2022Q1,Africa,Cameroon,5336.1
1934,2022Q1,Africa,Cape Verde,6568.200000000001
1935,2022Q1,Africa,Central African Republic,4795.2
1936,2022Q1,Africa,Chad,4881.6
1937,2022Q1,Africa,Comoros,5788.799999999999
1938,2022Q1,Africa,Congo,5811.299999999999
1939,2022Q1,Africa,Cote d'Ivoire,5200.2
1940,2022Q1,Africa,Democratic Republic of Congo,5461.2
1941,2022Q1,Africa,Djibouti,6039.9
1942,2022Q1,Africa,Egypt,6479.099999999999
1943,2022Q1,Africa,Equatorial Guinea,5286.6
1944,2022Q1,Africa,Eritrea,5968.799999999999
1945,2022Q1,Africa,Eswatini,5417.099999999999
1946,2022Q1,Africa,Ethiopia,5993.999999999999
1947,2022Q1,Africa,Gabon,5982.3
1948,2022Q1,Africa,Gambia,5584.5
1949,2022Q1,Africa,Ghana,5766.299999999999
1950,2022Q1,Africa,Guinea,5544.0
1951,2022Q1,Africa,Guinea-Bissau,5248.8
1952,2022Q1,Africa,Kenya,6003.0
1953,2022Q1,Africa,Lesotho,4889.7
1954,2022Q1,Africa,Liberia,5768.999999999999
1955,2022Q1,Africa,Libya,6561.9
1956,2022Q1,Africa,Madagascar,6033.6
1957,2022Q1,Africa,Malawi,5783.400000000001
1958,2022Q1,Africa,Mali,5337.900000000001
1959,2022Q1,Africa,Mauritania,5842.8
1960,2022Q1,Africa,Mauritius,6749.099999999999
1961,2022Q1,Africa,Mayotte,7151.4
1962,2022Q1,Africa,Morocco,6901.200000000001
1963,2022Q1,Africa,Mozambique,5476.5
1964,2022Q1,Africa,Namibia,5733.9
1965,2022Q1,Africa,Niger,5617.8
1966,2022Q1,Africa,Nigeria,4922.099999999999
1967,2022Q1,Africa,Reunion,7243.200000000001
1968,2022Q1,Africa,Rwanda,6211.799999999999
1969,2022Q1,Africa,Saint Helena,7250.400000000001
1970,2022Q1,Africa,Sao Tome and Principe,6335.1
1971,2022Q1,Africa,Senegal,6114.599999999999
1972,2022Q1,Africa,Seychelles,6606.000000000001
1973,2022Q1,Africa,Sierra Leone,4923.0
1974,2022Q1,Africa,Somalia,5166.0
1975,2022Q1,Africa,South Africa,5771.7
1976,2022Q1,Africa,South Sudan,5206.5
1977,2022Q1,Africa,Sudan,5877.900000000001
1978,2022Q1,Africa,Tanzania,5891.4
1979,2022Q1,Africa,Togo,5493.6
1980,2022Q1,Africa,Tunisia,6903.0
1981,2022Q1,Africa,Uganda,5703.3
1982,2022Q1,Africa,Zambia,5750.1
1983,2022Q1,Africa,Zimbabwe,5534.1
1984,2022Q1,Asia,Afghanistan,5834.7
1985,2022Q1,Asia,Armenia,6758.1
1986,2022Q1,Asia,Azerbaijan,6570.0
1987,2022Q1,Asia,Bahrain,6956.1
1988,2022Q1,Asia,Bangladesh,6533.1
1989,2022Q1,Asia,Bhutan,6460.2
1990,2022Q1,Asia,Brunei,6827.4
1991,2022Q1,Asia,Cambodia,6283.799999999999
1992,2022Q1,Asia,China,6921.9
1993,2022Q1,Asia,Georgia,6639.299999999999
1994,2022Q1,Asia,Hong Kong,7637.4
1995,2022Q1,Asia,India,6269.4
1996,2022Q1,Asia,Indonesia,6454.8
1997,2022Q1,Asia,Iran,6901.200000000001
1998,2022Q1,Asia,Iraq,6353.999999999999
1999,2022Q1,Asia,Israel,7467.3
2000,2022Q1,Asia,Japan,7616.7
2001,2022Q1,Asia,Jordan,6707.7
2002,2022Q1,Asia,Kazakhstan,6623.999999999999
2003,2022Q1,Asia,Kuwait,6794.099999999999
2004,2022Q1,Asia,Kyrgyzstan,6430.5
2005,2022Q1,Asia,Laos,6112.8
2006,2022Q1,Asia,Lebanon,7103.700000000001
2007,2022Q1,Asia,Macao,7581.599999999999
2008,2022Q1,Asia,Malaysia,6854.4
2009,2022Q1,Asia,Maldives,7102.8
2010,2022Q1,Asia,Mongolia,6288.3
2011,2022Q1,Asia,Myanmar,6041.7
2012,2022Q1,Asia,Nepal,6370.2
2013,2022Q1,Asia,North Korea,6504.299999999999
2014,2022Q1,Asia,Northern Cyprus,0.0
2015,2022Q1,Asia,Oman,7007.4
2016,2022Q1,Asia,Pakistan,6054.299999999999
2017,2022Q1,Asia,Palestine,6664.5
2018,2022Q1,Asia,Philippines,6410.700000000001
2019,2022Q1,Asia,Qatar,7220.700000000001
2020,2022Q1,Asia,Saudi Arabia,6761.7
2021,2022Q1,Asia,Singapore,7525.8
2022,2022Q1,Asia,South Korea,7472.7
2023,2022Q1,Asia,Sri Lanka,6928.200000000001
2024,2022Q1,Asia,Syria,6543.0
2025,2022Q1,Asia,Taiwan,7241.4
2026,2022Q1,Asia,Tajikistan,6398.999999999999
2027,2022Q1,Asia,Thailand,6943.500000000001
2028,2022Q1,Asia,Timor,6255.0
2029,2022Q1,Asia,Turkey,6992.099999999999
2030,2022Q1,Asia,Turkmenistan,6137.099999999999
2031,2022Q1,Asia,United Arab Emirates,7017.3
2032,2022Q1,Asia,Uzbekistan,6454.8
2033,2022Q1,Asia,Vietnam,6786.000000000001
2034,2022Q1,Asia,Yemen,5950.8
2035,2022Q1,Europe,Albania,7071.299999999999
2036,2022Q1,Europe,Andorra,7535.700000000001
2037,2022Q1,Europe,Austria,7338.6
2038,2022Q1,Europe,Belarus,6731.1
2039,2022Q1,Europe,Belgium,7346.7
2040,2022Q1,Europe,Bosnia and Herzegovina,6966.000000000001
2041,2022Q1,Europe,Bulgaria,6754.5
2042,2022Q1,Europe,Croatia,7064.099999999999
2043,2022Q1,Europe,Cyprus,7288.200000000001
2044,2022Q1,Europe,Czechia,7144.2
2045,2022Q1,Europe,Denmark,7281.000000000001
2046,2022Q1,Europe,England,0.0
2047,2022Q1,Europe,Estonia,7086.599999999999
2048,2022Q1,Europe,Faeroe Islands,7260.3
2049,2022Q1,Europe,Finland,7371.9
2050,2022Q1,Europe,France,7439.4
2051,2022Q1,Europe,Germany,7319.7
2052,2022Q1,Europe,Gibraltar,7193.700000000001
2053,2022Q1,Europe,Greece,7401.599999999999
2054,2022Q1,Europe,Guernsey,0.0
2055,2022Q1,Europe,Hungary,6919.2
2056,2022Q1,Europe,Iceland,7469.099999999999
2057,2022Q1,Europe,Ireland,7407.0
2058,2022Q1,Europe,Isle of Man,7326.000000000001
2059,2022Q1,Europe,Italy,7515.900000000001
2060,2022Q1,Europe,Jersey,0.0
2061,2022Q1,Europe,Kosovo,0.0
2062,2022Q1,Europe,Latvia,6776.1
2063,2022Q1,Europe,Liechtenstein,7424.099999999999
2064,2022Q1,Europe,Lithuania,6833.700000000001
2065,2022Q1,Europe,Luxembourg,7402.5
2066,2022Q1,Europe,Malta,7427.7
2067,2022Q1,Europe,Moldova,6471.000000000001
2068,2022Q1,Europe,Monaco,7807.5
2069,2022Q1,Europe,Montenegro,6919.2
2070,2022Q1,Europe,Netherlands,7405.2
2071,2022Q1,Europe,North Macedonia,6822.0
2072,2022Q1,Europe,Northern Ireland,0.0
2073,2022Q1,Europe,Norway,7416.000000000001
2074,2022Q1,Europe,Poland,7085.700000000001
2075,2022Q1,Europe,Portugal,7384.5
2076,2022Q1,Europe,Romania,6844.5
2077,2022Q1,Europe,Russia,6532.2
2078,2022Q1,Europe,San Marino,7647.3
2079,2022Q1,Europe,Scotland,0.0
2080,2022Q1,Europe,Serbia,6840.0
2081,2022Q1,Europe,Slovakia,6978.6
2082,2022Q1,Europe,Slovenia,7318.799999999999
2083,2022Q1,Europe,Spain,7520.400000000001
2084,2022Q1,Europe,Sweden,7452.0
2085,2022Q1,Europe,Switzerland,7540.2
2086,2022Q1,Europe,Ukraine,6485.400000000001
2087,2022Q1,Europe,United Kingdom,7318.799999999999
2088,2022Q1,Europe,Vatican,6760.8
2089,2022Q1,Europe,Wales,0.0
2090,2022Q1,North America,Anguilla,7369.2
2091,2022Q1,North America,Antigua and Barbuda,6931.799999999999
2092,2022Q1,North America,Aruba,6866.1
2093,2022Q1,North America,Bahamas,6652.8
2094,2022Q1,North America,Barbados,7127.099999999999
2095,2022Q1,North America,Belize,6715.8
2096,2022Q1,North America,Bermuda,7433.1
2097,2022Q1,North America,Bonaire Sint Eustatius and Saba,7001.1
2098,2022Q1,North America,British Virgin Islands,7116.299999999999
2099,2022Q1,North America,Canada,7418.700000000001
2100,2022Q1,North America,Cayman Islands,7552.8
2101,2022Q1,North America,Costa Rica,7225.2
2102,2022Q1,North America,Cuba,7092.0
2103,2022Q1,North America,Curacao,7099.2
2104,2022Q1,North America,Dominica,6750.0
2105,2022Q1,North America,Dominican Republic,6667.2
2106,2022Q1,North America,El Salvador,6598.799999999999
2107,2022Q1,North America,Greenland,6453.0
2108,2022Q1,North America,Grenada,6516.000000000001
2109,2022Q1,North America,Guadeloupe,7392.6
2110,2022Q1,North America,Guatemala,6687.0
2111,2022Q1,North America,Haiti,5760.0
2112,2022Q1,North America,Honduras,6774.299999999999
2113,2022Q1,North America,Jamaica,6702.3
2114,2022Q1,North America,Martinique,7428.6
2115,2022Q1,North America,Mexico,6754.5
2116,2022Q1,North America,Montserrat,6674.4
2117,2022Q1,North America,Nicaragua,6703.200000000001
2118,2022Q1,North America,Panama,7065.900000000001
2119,2022Q1,North America,Puerto Rico,7208.999999999999
2120,2022Q1,North America,Saint Barthelemy,0.0
2121,2022Q1,North America,Saint Kitts and Nevis,6860.700000000001
2122,2022Q1,North America,Saint Lucia,6858.0
2123,2022Q1,North America,Saint Martin (French part),7387.2
2124,2022Q1,North America,Saint Pierre and Miquelon,7296.299999999999
2125,2022Q1,North America,Saint Vincent and the Grenadines,6527.7
2126,2022Q1,North America,Sint Maarten (Dutch part),7105.5
2127,2022Q1,North America,Trinidad and Tobago,6615.900000000001
2128,2022Q1,North America,Turks and Caicos Islands,7219.8
2129,2022Q1,North America,United States,7097.4
2130,2022Q1,North America,United States Virgin Islands,7252.2
2131,2022Q1,Oceania,American Samoa,6636.599999999999
2132,2022Q1,Oceania,Australia,7509.599999999999
2133,2022Q1,Oceania,Cook Islands,6862.5
2134,2022Q1,Oceania,Fiji,6069.599999999999
2135,2022Q1,Oceania,French Polynesia,6989.4
2136,2022Q1,Oceania,Guam,7206.299999999999
2137,2022Q1,Oceania,Kiribati,6153.3
2138,2022Q1,Oceania,Marshall Islands,6633.0
2139,2022Q1,Oceania,Micronesia (country),6109.2
2140,2022Q1,Oceania,Nauru,5396.4
2141,2022Q1,Oceania,New Caledonia,6979.5
2142,2022Q1,Oceania,New Zealand,7406.1
2143,2022Q1,Oceania,Niue,6633.9
2144,2022Q1,Oceania,Northern Mariana Islands,6906.599999999999
2145,2022Q1,Oceania,Palau,6633.0
2146,2022Q1,Oceania,Papua New Guinea,5805.0
2147,2022Q1,Oceania,Pitcairn,0.0
2148,2022Q1,Oceania,Samoa,6598.799999999999
2149,2022Q1,Oceania,Solomon Islands,6570.0
2150,2022Q1,Oceania,Tokelau,7367.4
2151,2022Q1,Oceania,Tonga,6381.9
2152,2022Q1,Oceania,Tuvalu,6081.299999999999
2153,2022Q1,Oceania,Vanuatu,6342.3
2154,2022Q1,Oceania,Wallis and Futuna,7194.599999999999
2155,2022Q1,South America,Argentina,6900.3
2156,2022Q1,South America,Bolivia,6435.900000000001
2157,2022Q1,South America,Brazil,6829.2
2158,2022Q1,South America,Chile,7216.200000000001
2159,2022Q1,South America,Colombia,6956.1
2160,2022Q1,South America,Ecuador,6930.900000000001
2161,2022Q1,South America,Falkland Islands,7329.599999999999
2162,2022Q1,South America,French Guiana,7195.5
2163,2022Q1,South America,Guyana,6291.9
2164,2022Q1,South America,Paraguay,6682.5
2165,2022Q1,South America,Peru,6906.599999999999
2166,2022Q1,South America,Suriname,6451.200000000001
2167,2022Q1,South America,Uruguay,7011.9
2168,2022Q1,South America,Venezuela,6485.400000000001
2169,2022Q2,Africa,Algeria,6996.08
2170,2022Q2,Africa,Angola,5564.65
2171,2022Q2,Africa,Benin,5621.070000000001
2172,2022Q2,Africa,Botswana,6332.6900000000005
2173,2022Q2,Africa,Burkina Faso,5603.78
2174,2022Q2,Africa,Burundi,5603.78
2175,2022Q2,Africa,Cameroon,5395.39
2176,2022Q2,Africa,Cape Verde,6641.18
2177,2022Q2,Africa,Central African Republic,4848.4800000000005
2178,2022Q2,Africa,Chad,4935.84
2179,2022Q2,Africa,Comoros,5853.119999999999
2180,2022Q2,Africa,Congo,5875.869999999999
2181,2022Q2,Africa,Cote d'Ivoire,5257.9800000000005
2182,2022Q2,Africa,Democratic Republic of Congo,5521.88
2183,2022Q2,Africa,Djibouti,6107.01
2184,2022Q2,Africa,Egypt,6551.089999999999
2185,2022Q2,Africa,Equatorial Guinea,5345.34
2186,2022Q2,Africa,Eritrea,6035.119999999999
2187,2022Q2,Africa,Eswatini,5477.29
2188,2022Q2,Africa,Ethiopia,6060.599999999999
2189,2022Q2,Africa,Gabon,6048.7699999999995
2190,2022Q2,Africa,Gambia,5646.55
2191,2022Q2,Africa,Ghana,5830.369999999999
2192,2022Q2,Africa,Guinea,5605.6
2193,2022Q2,Africa,Guinea-Bissau,5307.12
2194,2022Q2,Africa,Kenya,6069.7
2195,2022Q2,Africa,Lesotho,4944.03
2196,2022Q2,Africa,Liberia,5833.099999999999
2197,2022Q2,Africa,Libya,6634.8099999999995
2198,2022Q2,Africa,Madagascar,6100.64
2199,2022Q2,Africa,Malawi,5847.660000000001
2200,2022Q2,Africa,Mali,5397.21
2201,2022Q2,Africa,Mauritania,5907.72
2202,2022Q2,Africa,Mauritius,6824.089999999999
2203,2022Q2,Africa,Mayotte,7230.86
2204,2022Q2,Africa,Morocco,6977.880000000001
2205,2022Q2,Africa,Mozambique,5537.35
2206,2022Q2,Africa,Namibia,5797.61
2207,2022Q2,Africa,Niger,5680.22
2208,2022Q2,Africa,Nigeria,4976.79
2209,2022Q2,Africa,Reunion,7323.68
2210,2022Q2,Africa,Rwanda,6280.82
2211,2022Q2,Africa,Saint Helena,7330.96
2212,2022Q2,Africa,Sao Tome and Principe,6405.49
2213,2022Q2,Africa,Senegal,6182.54
2214,2022Q2,Africa,Seychelles,6679.400000000001
2215,2022Q2,Africa,Sierra Leone,4977.7
2216,2022Q2,Africa,Somalia,5223.4
2217,2022Q2,Africa,South Africa,5835.83
2218,2022Q2,Africa,South Sudan,5264.35
2219,2022Q2,Africa,Sudan,5943.21
2220,2022Q2,Africa,Tanzania,5956.86
2221,2022Q2,Africa,Togo,5554.64
2222,2022Q2,Africa,Tunisia,6979.7
2223,2022Q2,Africa,Uganda,5766.67
2224,2022Q2,Africa,Western Sahara,70.26
2225,2022Q2,Africa,Zambia,5813.99
2226,2022Q2,Africa,Zimbabwe,5595.59
2227,2022Q2,Asia,Afghanistan,5899.53
2228,2022Q2,Asia,Armenia,6833.1900000000005
2229,2022Q2,Asia,Azerbaijan,6643.0
2230,2022Q2,Asia,Bahrain,7033.39
2231,2022Q2,Asia,Bangladesh,6605.6900000000005
2232,2022Q2,Asia,Bhutan,6531.9800000000005
2233,2022Q2,Asia,Brunei,6903.26
2234,2022Q2,Asia,Cambodia,6353.619999999999
2235,2022Q2,Asia,China,6998.8099999999995
2236,2022Q2,Asia,Georgia,6713.07
2237,2022Q2,Asia,Hong Kong,7722.26
2238,2022Q2,Asia,India,6339.0599999999995
2239,2022Q2,Asia,Indonesia,6526.5199999999995
2240,2022Q2,Asia,Iran,6977.880000000001
2241,2022Q2,Asia,Iraq,6424.599999999999
2242,2022Q2,Asia,Israel,7550.2699999999995
2243,2022Q2,Asia,Japan,7701.33
2244,2022Q2,Asia,Jordan,6782.2300000000005
2245,2022Q2,Asia,Kazakhstan,6697.599999999999
2246,2022Q2,Asia,Kuwait,6869.589999999999
2247,2022Q2,Asia,Kyrgyzstan,6501.95
2248,2022Q2,Asia,Laos,6180.72
2249,2022Q2,Asia,Lebanon,7182.630000000001
2250,2022Q2,Asia,Macao,7665.839999999999
2251,2022Q2,Asia,Malaysia,6930.5599999999995
2252,2022Q2,Asia,Maldives,7181.72
2253,2022Q2,Asia,Mongolia,6358.17
2254,2022Q2,Asia,Myanmar,6108.83
2255,2022Q2,Asia,Nepal,6440.9800000000005
2256,2022Q2,Asia,North Korea,6576.57
2257,2022Q2,Asia,Northern Cyprus,0.0
2258,2022Q2,Asia,Oman,7085.26
2259,2022Q2,Asia,Pakistan,6121.57
2260,2022Q2,Asia,Palestine,6738.55
2261,2022Q2,Asia,Philippines,6481.93
2262,2022Q2,Asia,Qatar,7300.93
2263,2022Q2,Asia,Saudi Arabia,6836.83
2264,2022Q2,Asia,Singapore,7609.42
2265,2022Q2,Asia,South Korea,7555.7300000000005
2266,2022Q2,Asia,Sri Lanka,7005.18
2267,2022Q2,Asia,Syria,6615.7
2268,2022Q2,Asia,Taiwan,7321.86
2269,2022Q2,Asia,Tajikistan,6470.099999999999
2270,2022Q2,Asia,Thailand,7020.650000000001
2271,2022Q2,Asia,Timor,6324.5
2272,2022Q2,Asia,Turkey,7069.79
2273,2022Q2,Asia,Turkmenistan,6205.29
2274,2022Q2,Asia,United Arab Emirates,7095.2699999999995
2275,2022Q2,Asia,Uzbekistan,6526.5199999999995
2276,2022Q2,Asia,Vietnam,6861.400000000001
2277,2022Q2,Asia,Yemen,6016.92
2278,2022Q2,Europe,Albania,7149.869999999999
2279,2022Q2,Europe,Andorra,7619.43
2280,2022Q2,Europe,Austria,7420.14
2281,2022Q2,Europe,Belarus,6805.89
2282,2022Q2,Europe,Belgium,7428.33
