,date,continent,location,human_development_index
2992,2023Q1,Asia,Syria,51.029999999999994
2993,2023Q1,Asia,Taiwan,0.0
2994,2023Q1,Asia,Tajikistan,60.120000000000005
2995,2023Q1,Asia,Thailand,69.93
2996,2023Q1,Asia,Timor,54.54
2997,2023Q1,Asia,Turkey,73.8
2998,2023Q1,Asia,Turkmenistan,64.35
2999,2023Q1,Asia,United Arab Emirates,80.1
3000,2023Q1,Asia,Uzbekistan,64.8
3001,2023Q1,Asia,Vietnam,63.36
3002,2023Q1,Asia,Yemen,42.3
3003,2023Q1,Europe,Albania,71.55
3004,2023Q1,Europe,Andorra,78.12
3005,2023Q1,Europe,Austria,82.98
3006,2023Q1,Europe,Belarus,74.07
3007,2023Q1,Europe,Belgium,83.79
3008,2023Q1,Europe,Bosnia and Herzegovina,70.2
3009,2023Q1,Europe,Bulgaria,73.44
3010,2023Q1,Europe,Croatia,76.59
3011,2023Q1,Europe,Cyprus,79.83
3012,2023Q1,Europe,Czechia,81.0
3013,2023Q1,Europe,Denmark,84.6
3014,2023Q1,Europe,England,0.0
3015,2023Q1,Europe,Estonia,80.28
3016,2023Q1,Europe,Faeroe Islands,0.0
3017,2023Q1,Europe,Finland,84.42
3018,2023Q1,Europe,France,81.09
3019,2023Q1,Europe,Germany,85.22999999999999
3020,2023Q1,Europe,Gibraltar,0.0
3021,2023Q1,Europe,Greece,79.92
3022,2023Q1,Europe,Guernsey,0.0
3023,2023Q1,Europe,Hungary,76.86
3024,2023Q1,Europe,Iceland,85.41
3025,2023Q1,Europe,Ireland,85.95
3026,2023Q1,Europe,Isle of Man,0.0
3027,2023Q1,Europe,Italy,80.28
3028,2023Q1,Europe,Jersey,0.0
3029,2023Q1,Europe,Kosovo,0.0
3030,2023Q1,Europe,Latvia,77.94
3031,2023Q1,Europe,Liechtenstein,82.71000000000001
3032,2023Q1,Europe,Lithuania,79.38
3033,2023Q1,Europe,Luxembourg,82.44
3034,2023Q1,Europe,Malta,80.55
3035,2023Q1,Europe,Moldova,67.5
3036,2023Q1,Europe,Monaco,0.0
3037,2023Q1,Europe,Montenegro,74.61
3038,2023Q1,Europe,Netherlands,84.96
3039,2023Q1,Europe,North Macedonia,69.66
3040,2023Q1,Europe,Northern Ireland,0.0
3041,2023Q1,Europe,Norway,86.13
3042,2023Q1,Europe,Poland,79.2
3043,2023Q1,Europe,Portugal,77.76
3044,2023Q1,Europe,Romania,74.52
3045,2023Q1,Europe,Russia,74.16
3046,2023Q1,Europe,San Marino,0.0
3047,2023Q1,Europe,Scotland,0.0
3048,2023Q1,Europe,Serbia,72.54
3049,2023Q1,Europe,Slovakia,77.4
3050,2023Q1,Europe,Slovenia,82.53
3051,2023Q1,Europe,Spain,81.36
3052,2023Q1,Europe,Sweden,85.05
3053,2023Q1,Europe,Switzerland,85.95
3054,2023Q1,Europe,Ukraine,70.11
3055,2023Q1,Europe,United Kingdom,83.88000000000001
3056,2023Q1,Europe,Vatican,0.0
3057,2023Q1,Europe,Wales,0.0
3058,2023Q1,North America,Anguilla,0.0
3059,2023Q1,North America,Antigua and Barbuda,70.02
3060,2023Q1,North America,Aruba,0.0
3061,2023Q1,North America,Bahamas,73.25999999999999
3062,2023Q1,North America,Barbados,73.25999999999999
3063,2023Q1,North America,Belize,64.44
3064,2023Q1,North America,Bermuda,0.0
3065,2023Q1,North America,Bonaire Sint Eustatius and Saba,0.0
3066,2023Q1,North America,British Virgin Islands,0.0
3067,2023Q1,North America,Canada,83.61
3068,2023Q1,North America,Cayman Islands,0.0
3069,2023Q1,North America,Costa Rica,72.9
3070,2023Q1,North America,Cuba,70.47
3071,2023Q1,North America,Curacao,0.0
3072,2023Q1,North America,Dominica,66.78
3073,2023Q1,North America,Dominican Republic,68.04
3074,2023Q1,North America,El Salvador,60.57000000000001
3075,2023Q1,North America,Greenland,0.0
3076,2023Q1,North America,Grenada,70.11
3077,2023Q1,North America,Guadeloupe,0.0
3078,2023Q1,North America,Guatemala,59.67
3079,2023Q1,North America,Haiti,45.9
3080,2023Q1,North America,Honduras,57.06
3081,2023Q1,North America,Jamaica,66.06
3082,2023Q1,North America,Martinique,0.0
3083,2023Q1,North America,Mexico,70.11
3084,2023Q1,North America,Montserrat,0.0
3085,2023Q1,North America,Nicaragua,59.400000000000006
3086,2023Q1,North America,Panama,73.35
3087,2023Q1,North America,Puerto Rico,0.0
3088,2023Q1,North America,Saint Barthelemy,0.0
3089,2023Q1,North America,Saint Kitts and Nevis,70.11
3090,2023Q1,North America,Saint Lucia,68.31
3091,2023Q1,North America,Saint Martin (French part),0.0
3092,2023Q1,North America,Saint Pierre and Miquelon,0.0
3093,2023Q1,North America,Saint Vincent and the Grenadines,66.42
3094,2023Q1,North America,Sint Maarten (Dutch part),0.0
3095,2023Q1,North America,Trinidad and Tobago,71.64
3096,2023Q1,North America,Turks and Caicos Islands,0.0
3097,2023Q1,North America,United States,83.34
3098,2023Q1,North America,United States Virgin Islands,0.0
3099,2023Q1,Oceania,American Samoa,0.0
3100,2023Q1,Oceania,Australia,84.96
3101,2023Q1,Oceania,Cook Islands,0.0
3102,2023Q1,Oceania,Fiji,66.87
3103,2023Q1,Oceania,French Polynesia,0.0
3104,2023Q1,Oceania,Guam,0.0
3105,2023Q1,Oceania,Kiribati,56.7
3106,2023Q1,Oceania,Marshall Islands,63.36
3107,2023Q1,Oceania,Micronesia (country),55.8
3108,2023Q1,Oceania,Nauru,0.0
3109,2023Q1,Oceania,New Caledonia,0.0
3110,2023Q1,Oceania,New Zealand,83.79
3111,2023Q1,Oceania,Niue,0.0
3112,2023Q1,Oceania,Northern Mariana Islands,0.0
3113,2023Q1,Oceania,Palau,74.33999999999999
3114,2023Q1,Oceania,Papua New Guinea,49.95
3115,2023Q1,Oceania,Pitcairn,0.0
3116,2023Q1,Oceania,Samoa,64.35
3117,2023Q1,Oceania,Solomon Islands,51.029999999999994
3118,2023Q1,Oceania,Tokelau,0.0
3119,2023Q1,Oceania,Tonga,65.25
3120,2023Q1,Oceania,Tuvalu,0.0
3121,2023Q1,Oceania,Vanuatu,54.81
3122,2023Q1,Oceania,Wallis and Futuna,0.0
3123,2023Q1,South America,Argentina,76.05
3124,2023Q1,South America,Bolivia,64.62
3125,2023Q1,South America,Brazil,68.85
3126,2023Q1,South America,Chile,76.59
3127,2023Q1,South America,Colombia,69.03
3128,2023Q1,South America,Ecuador,68.31
3129,2023Q1,South America,Falkland Islands,0.0
3130,2023Q1,South America,French Guiana,0.0
3131,2023Q1,South America,Guyana,61.38
3132,2023Q1,South America,Paraguay,65.52
3133,2023Q1,South America,Peru,69.93
3134,2023Q1,South America,Suriname,66.42
3135,2023Q1,South America,Uruguay,73.53
3136,2023Q1,South America,Venezuela,63.989999999999995
3137,2023Q2,Africa,Algeria,68.068
3138,2023Q2,Africa,Angola,52.870999999999995
3139,2023Q2,Africa,Benin,49.595000000000006
3140,2023Q2,Africa,Botswana,66.885
3141,2023Q2,Africa,Burkina Faso,41.132
3142,2023Q2,Africa,Burundi,39.403
3143,2023Q2,Africa,Cameroon,51.233
3144,2023Q2,Africa,Cape Verde,60.515
3145,2023Q2,Africa,Central African Republic,36.127
3146,2023Q2,Africa,Chad,36.218
3147,2023Q2,Africa,Comoros,50.414
3148,2023Q2,Africa,Congo,52.233999999999995
3149,2023Q2,Africa,Cote d'Ivoire,48.958000000000006
3150,2023Q2,Africa,Democratic Republic of Congo,43.68
3151,2023Q2,Africa,Djibouti,47.684000000000005
3152,2023Q2,Africa,Egypt,64.337
3153,2023Q2,Africa,Equatorial Guinea,53.872
3154,2023Q2,Africa,Eritrea,41.769
3155,2023Q2,Africa,Eswatini,55.601
3156,2023Q2,Africa,Ethiopia,44.135
3157,2023Q2,Africa,Gabon,63.973
3158,2023Q2,Africa,Gambia,45.136
3159,2023Q2,Africa,Ghana,55.601
3160,2023Q2,Africa,Guinea,43.407
3161,2023Q2,Africa,Guinea-Bissau,43.68
3162,2023Q2,Africa,Kenya,54.690999999999995
3163,2023Q2,Africa,Lesotho,47.957
3164,2023Q2,Africa,Liberia,43.68
3165,2023Q2,Africa,Libya,65.884
3166,2023Q2,Africa,Madagascar,48.048
3167,2023Q2,Africa,Malawi,43.952999999999996
3168,2023Q2,Africa,Mali,39.494
3169,2023Q2,Africa,Mauritania,49.68600000000001
3170,2023Q2,Africa,Mauritius,73.164
3171,2023Q2,Africa,Mayotte,0.0
3172,2023Q2,Africa,Morocco,62.426
3173,2023Q2,Africa,Mozambique,41.496
3174,2023Q2,Africa,Namibia,58.786
3175,2023Q2,Africa,Niger,35.854
3176,2023Q2,Africa,Nigeria,49.04900000000001
3177,2023Q2,Africa,Reunion,0.0
3178,2023Q2,Africa,Rwanda,49.413000000000004
3179,2023Q2,Africa,Saint Helena,0.0
3180,2023Q2,Africa,Sao Tome and Principe,56.875
3181,2023Q2,Africa,Senegal,46.592
3182,2023Q2,Africa,Seychelles,72.436
3183,2023Q2,Africa,Sierra Leone,41.132
3184,2023Q2,Africa,Somalia,0.0
3185,2023Q2,Africa,South Africa,64.51899999999999
3186,2023Q2,Africa,South Sudan,39.403
3187,2023Q2,Africa,Sudan,46.410000000000004
3188,2023Q2,Africa,Tanzania,48.139
3189,2023Q2,Africa,Togo,46.865
3190,2023Q2,Africa,Tunisia,67.34
3191,2023Q2,Africa,Uganda,49.504000000000005
3192,2023Q2,Africa,Zambia,53.144
3193,2023Q2,Africa,Zimbabwe,51.961
3194,2023Q2,Asia,Afghanistan,46.501
3195,2023Q2,Asia,Armenia,70.616
3196,2023Q2,Asia,Azerbaijan,68.796
3197,2023Q2,Asia,Bahrain,77.532
3198,2023Q2,Asia,Bangladesh,57.512
3199,2023Q2,Asia,Bhutan,59.514
3200,2023Q2,Asia,Brunei,76.258
3201,2023Q2,Asia,Cambodia,54.053999999999995
3202,2023Q2,Asia,China,69.251
3203,2023Q2,Asia,Georgia,73.89200000000001
3204,2023Q2,Asia,Hong Kong,86.359
3205,2023Q2,Asia,India,58.695
3206,2023Q2,Asia,Indonesia,65.338
3207,2023Q2,Asia,Iran,71.253
3208,2023Q2,Asia,Iraq,61.334
3209,2023Q2,Asia,Israel,83.629
3210,2023Q2,Asia,Japan,83.629
3211,2023Q2,Asia,Jordan,66.339
3212,2023Q2,Asia,Kazakhstan,75.075
3213,2023Q2,Asia,Kuwait,73.346
3214,2023Q2,Asia,Kyrgyzstan,63.42699999999999
3215,2023Q2,Asia,Laos,55.783
3216,2023Q2,Asia,Lebanon,67.704
3217,2023Q2,Asia,Macao,0.0
3218,2023Q2,Asia,Malaysia,73.71000000000001
3219,2023Q2,Asia,Maldives,67.34
3220,2023Q2,Asia,Mongolia,67.067
3221,2023Q2,Asia,Myanmar,53.053
3222,2023Q2,Asia,Nepal,54.782
3223,2023Q2,Asia,North Korea,0.0
3224,2023Q2,Asia,Oman,73.98299999999999
3225,2023Q2,Asia,Pakistan,50.687000000000005
3226,2023Q2,Asia,Palestine,64.428
3227,2023Q2,Asia,Philippines,65.338
3228,2023Q2,Asia,Qatar,77.16799999999999
3229,2023Q2,Asia,Saudi Arabia,77.714
3230,2023Q2,Asia,Singapore,85.35799999999999
3231,2023Q2,Asia,South Korea,83.35600000000001
3232,2023Q2,Asia,Sri Lanka,71.162
3233,2023Q2,Asia,Syria,51.596999999999994
3234,2023Q2,Asia,Taiwan,0.0
3235,2023Q2,Asia,Tajikistan,60.788000000000004
3236,2023Q2,Asia,Thailand,70.70700000000001
3237,2023Q2,Asia,Timor,55.146
3238,2023Q2,Asia,Turkey,74.61999999999999
3239,2023Q2,Asia,Turkmenistan,65.065
3240,2023Q2,Asia,United Arab Emirates,80.99
3241,2023Q2,Asia,Uzbekistan,65.52
3242,2023Q2,Asia,Vietnam,64.064
3243,2023Q2,Asia,Yemen,42.769999999999996
3244,2023Q2,Europe,Albania,72.345
3245,2023Q2,Europe,Andorra,78.988
3246,2023Q2,Europe,Austria,83.902
3247,2023Q2,Europe,Belarus,74.893
3248,2023Q2,Europe,Belgium,84.721
3249,2023Q2,Europe,Bosnia and Herzegovina,70.98
3250,2023Q2,Europe,Bulgaria,74.256
3251,2023Q2,Europe,Croatia,77.441
3252,2023Q2,Europe,Cyprus,80.717
3253,2023Q2,Europe,Czechia,81.9
3254,2023Q2,Europe,Denmark,85.53999999999999
3255,2023Q2,Europe,England,0.0
3256,2023Q2,Europe,Estonia,81.172
3257,2023Q2,Europe,Faeroe Islands,0.0
3258,2023Q2,Europe,Finland,85.35799999999999
3259,2023Q2,Europe,France,81.991
3260,2023Q2,Europe,Germany,86.17699999999999
3261,2023Q2,Europe,Gibraltar,0.0
3262,2023Q2,Europe,Greece,80.808
3263,2023Q2,Europe,Guernsey,0.0
3264,2023Q2,Europe,Hungary,77.714
3265,2023Q2,Europe,Iceland,86.359
3266,2023Q2,Europe,Ireland,86.905
3267,2023Q2,Europe,Isle of Man,0.0
3268,2023Q2,Europe,Italy,81.172
3269,2023Q2,Europe,Jersey,0.0
3270,2023Q2,Europe,Kosovo,0.0
3271,2023Q2,Europe,Latvia,78.806
3272,2023Q2,Europe,Liechtenstein,83.629
3273,2023Q2,Europe,Lithuania,80.262
3274,2023Q2,Europe,Luxembourg,83.35600000000001
3275,2023Q2,Europe,Malta,81.44500000000001
3276,2023Q2,Europe,Moldova,68.25
3277,2023Q2,Europe,Monaco,0.0
3278,2023Q2,Europe,Montenegro,75.439
3279,2023Q2,Europe,Netherlands,85.904
3280,2023Q2,Europe,North Macedonia,70.434
3281,2023Q2,Europe,Northern Ireland,0.0
3282,2023Q2,Europe,Norway,87.087
3283,2023Q2,Europe,Poland,80.08
3284,2023Q2,Europe,Portugal,78.624
3285,2023Q2,Europe,Romania,75.348
3286,2023Q2,Europe,Russia,74.984
3287,2023Q2,Europe,San Marino,0.0
3288,2023Q2,Europe,Scotland,0.0
3289,2023Q2,Europe,Serbia,73.346
3290,2023Q2,Europe,Slovakia,78.26
3291,2023Q2,Europe,Slovenia,83.447
3292,2023Q2,Europe,Spain,82.264
3293,2023Q2,Europe,Sweden,85.99499999999999
3294,2023Q2,Europe,Switzerland,86.905
3295,2023Q2,Europe,Ukraine,70.889
3296,2023Q2,Europe,United Kingdom,84.812
3297,2023Q2,Europe,Vatican,0.0
3298,2023Q2,Europe,Wales,0.0
3299,2023Q2,North America,Anguilla,0.0
3300,2023Q2,North America,Antigua and Barbuda,70.798
3301,2023Q2,North America,Aruba,0.0
3302,2023Q2,North America,Bahamas,74.074
3303,2023Q2,North America,Barbados,74.074
3304,2023Q2,North America,Belize,65.15599999999999
3305,2023Q2,North America,Bermuda,0.0
3306,2023Q2,North America,Bonaire Sint Eustatius and Saba,0.0
3307,2023Q2,North America,British Virgin Islands,0.0
3308,2023Q2,North America,Canada,84.539
3309,2023Q2,North America,Cayman Islands,0.0
3310,2023Q2,North America,Costa Rica,73.71000000000001
3311,2023Q2,North America,Cuba,71.253
3312,2023Q2,North America,Curacao,0.0
3313,2023Q2,North America,Dominica,67.522
3314,2023Q2,North America,Dominican Republic,68.796
3315,2023Q2,North America,El Salvador,61.243
3316,2023Q2,North America,Greenland,0.0
3317,2023Q2,North America,Grenada,70.889
3318,2023Q2,North America,Guadeloupe,0.0
3319,2023Q2,North America,Guatemala,60.333000000000006
3320,2023Q2,North America,Haiti,46.410000000000004
3321,2023Q2,North America,Honduras,57.694
3322,2023Q2,North America,Jamaica,66.794
3323,2023Q2,North America,Martinique,0.0
3324,2023Q2,North America,Mexico,70.889
3325,2023Q2,North America,Montserrat,0.0
3326,2023Q2,North America,Nicaragua,60.06
3327,2023Q2,North America,Panama,74.16499999999999
3328,2023Q2,North America,Puerto Rico,0.0
3329,2023Q2,North America,Saint Barthelemy,0.0
3330,2023Q2,North America,Saint Kitts and Nevis,70.889
3331,2023Q2,North America,Saint Lucia,69.069
3332,2023Q2,North America,Saint Martin (French part),0.0
3333,2023Q2,North America,Saint Pierre and Miquelon,0.0
3334,2023Q2,North America,Saint Vincent and the Grenadines,67.158
3335,2023Q2,North America,Sint Maarten (Dutch part),0.0
3336,2023Q2,North America,Trinidad and Tobago,72.436
3337,2023Q2,North America,Turks and Caicos Islands,0.0
3338,2023Q2,North America,United States,84.266
3339,2023Q2,North America,United States Virgin Islands,0.0
3340,2023Q2,Oceania,American Samoa,0.0
3341,2023Q2,Oceania,Australia,85.904
3342,2023Q2,Oceania,Cook Islands,0.0
3343,2023Q2,Oceania,Fiji,67.613
3344,2023Q2,Oceania,French Polynesia,0.0
3345,2023Q2,Oceania,Guam,0.0
3346,2023Q2,Oceania,Kiribati,57.33
3347,2023Q2,Oceania,Marshall Islands,64.064
3348,2023Q2,Oceania,Micronesia (country),56.42
3349,2023Q2,Oceania,Nauru,0.0
3350,2023Q2,Oceania,New Caledonia,0.0
3351,2023Q2,Oceania,New Zealand,84.721
3352,2023Q2,Oceania,Niue,0.0
3353,2023Q2,Oceania,Northern Mariana Islands,0.0
3354,2023Q2,Oceania,Palau,75.166
3355,2023Q2,Oceania,Papua New Guinea,50.505
3356,2023Q2,Oceania,Pitcairn,0.0
3357,2023Q2,Oceania,Samoa,65.065
3358,2023Q2,Oceania,Solomon Islands,51.596999999999994
3359,2023Q2,Oceania,Tokelau,0.0
3360,2023Q2,Oceania,Tonga,65.975
3361,2023Q2,Oceania,Tuvalu,0.0
3362,2023Q2,Oceania,Vanuatu,55.419
3363,2023Q2,Oceania,Wallis and Futuna,0.0
3364,2023Q2,South America,Argentina,76.895
3365,2023Q2,South America,Bolivia,65.338
3366,2023Q2,South America,Brazil,69.615
3367,2023Q2,South America,Chile,77.441
3368,2023Q2,South America,Colombia,69.797
3369,2023Q2,South America,Ecuador,69.069
3370,2023Q2,South America,Falkland Islands,0.0
3371,2023Q2,South America,French Guiana,0.0
3372,2023Q2,South America,Guyana,62.062000000000005
3373,2023Q2,South America,Paraguay,66.248
3374,2023Q2,South America,Peru,70.70700000000001
3375,2023Q2,South America,Suriname,67.158
3376,2023Q2,South America,Uruguay,74.347
3377,2023Q2,South America,Venezuela,64.701
3378,2023Q3,Africa,Algeria,68.816
3379,2023Q3,Africa,Angola,53.452
3380,2023Q3,Africa,Benin,50.14
3381,2023Q3,Africa,Botswana,67.62
3382,2023Q3,Africa,Burkina Faso,41.584
3383,2023Q3,Africa,Burundi,39.836
3384,2023Q3,Africa,Cameroon,51.79599999999999
3385,2023Q3,Africa,Cape Verde,61.18000000000001
3386,2023Q3,Africa,Central African Republic,36.524
3387,2023Q3,Africa,Chad,36.616
3388,2023Q3,Africa,Comoros,50.968
3389,2023Q3,Africa,Congo,52.80799999999999
3390,2023Q3,Africa,Cote d'Ivoire,49.496
3391,2023Q3,Africa,Democratic Republic of Congo,44.16
3392,2023Q3,Africa,Djibouti,48.208
3393,2023Q3,Africa,Egypt,65.044
3394,2023Q3,Africa,Equatorial Guinea,54.464
3395,2023Q3,Africa,Eritrea,42.228
3396,2023Q3,Africa,Eswatini,56.211999999999996
3397,2023Q3,Africa,Ethiopia,44.62
3398,2023Q3,Africa,Gabon,64.676
3399,2023Q3,Africa,Gambia,45.632
3400,2023Q3,Africa,Ghana,56.211999999999996
3401,2023Q3,Africa,Guinea,43.884
3402,2023Q3,Africa,Guinea-Bissau,44.16
3403,2023Q3,Africa,Kenya,55.292
3404,2023Q3,Africa,Lesotho,48.484
3405,2023Q3,Africa,Liberia,44.16
3406,2023Q3,Africa,Libya,66.608
3407,2023Q3,Africa,Madagascar,48.576
3408,2023Q3,Africa,Malawi,44.436
3409,2023Q3,Africa,Mali,39.928
3410,2023Q3,Africa,Mauritania,50.232000000000006
3411,2023Q3,Africa,Mauritius,73.968
3412,2023Q3,Africa,Mayotte,0.0
3413,2023Q3,Africa,Morocco,63.112
3414,2023Q3,Africa,Mozambique,41.952
3415,2023Q3,Africa,Namibia,59.432
3416,2023Q3,Africa,Niger,36.248000000000005
3417,2023Q3,Africa,Nigeria,49.588
3418,2023Q3,Africa,Reunion,0.0
3419,2023Q3,Africa,Rwanda,49.956
3420,2023Q3,Africa,Saint Helena,0.0
3421,2023Q3,Africa,Sao Tome and Principe,57.5
3422,2023Q3,Africa,Senegal,47.104
3423,2023Q3,Africa,Seychelles,73.232
3424,2023Q3,Africa,Sierra Leone,41.584
3425,2023Q3,Africa,Somalia,0.0
3426,2023Q3,Africa,South Africa,65.228
3427,2023Q3,Africa,South Sudan,39.836
3428,2023Q3,Africa,Sudan,46.92
3429,2023Q3,Africa,Tanzania,48.668
3430,2023Q3,Africa,Togo,47.38
3431,2023Q3,Africa,Tunisia,68.08
3432,2023Q3,Africa,Uganda,50.048
3433,2023Q3,Africa,Zambia,53.727999999999994
3434,2023Q3,Africa,Zimbabwe,52.532
3435,2023Q3,Asia,Afghanistan,47.012
3436,2023Q3,Asia,Armenia,71.392
3437,2023Q3,Asia,Azerbaijan,69.552
3438,2023Q3,Asia,Bahrain,78.384
3439,2023Q3,Asia,Bangladesh,58.144
3440,2023Q3,Asia,Bhutan,60.168
3441,2023Q3,Asia,Brunei,77.096
3442,2023Q3,Asia,Cambodia,54.647999999999996
3443,2023Q3,Asia,China,70.012
3444,2023Q3,Asia,Georgia,74.70400000000001
3445,2023Q3,Asia,Hong Kong,58.837999999999994
3446,2023Q3,Asia,India,59.34
3447,2023Q3,Asia,Indonesia,66.056
3448,2023Q3,Asia,Iran,72.036
3449,2023Q3,Asia,Iraq,62.008
3450,2023Q3,Asia,Israel,84.548
3451,2023Q3,Asia,Japan,84.548
3452,2023Q3,Asia,Jordan,67.068
3453,2023Q3,Asia,Kazakhstan,75.89999999999999
3454,2023Q3,Asia,Kuwait,74.152
3455,2023Q3,Asia,Kyrgyzstan,64.124
3456,2023Q3,Asia,Laos,56.396
3457,2023Q3,Asia,Lebanon,68.448
3458,2023Q3,Asia,Malaysia,74.52000000000001
3459,2023Q3,Asia,Maldives,68.08
3460,2023Q3,Asia,Mongolia,67.804
3461,2023Q3,Asia,Myanmar,53.635999999999996
3462,2023Q3,Asia,Nepal,55.384
3463,2023Q3,Asia,North Korea,0.0
3464,2023Q3,Asia,Oman,74.79599999999999
3465,2023Q3,Asia,Pakistan,51.24400000000001
3466,2023Q3,Asia,Palestine,65.136
3467,2023Q3,Asia,Philippines,66.056
3468,2023Q3,Asia,Qatar,78.01599999999999
3469,2023Q3,Asia,Saudi Arabia,78.568
3470,2023Q3,Asia,Singapore,86.29599999999999
3471,2023Q3,Asia,South Korea,84.272
3472,2023Q3,Asia,Sri Lanka,71.944
3473,2023Q3,Asia,Syria,52.163999999999994
3474,2023Q3,Asia,Taiwan,0.0
3475,2023Q3,Asia,Tajikistan,61.456
3476,2023Q3,Asia,Thailand,71.48400000000001
3477,2023Q3,Asia,Timor,55.751999999999995
3478,2023Q3,Asia,Turkey,75.44
3479,2023Q3,Asia,Turkmenistan,65.78
3480,2023Q3,Asia,United Arab Emirates,81.88
3481,2023Q3,Asia,Uzbekistan,66.24
3482,2023Q3,Asia,Vietnam,64.768
3483,2023Q3,Asia,Yemen,43.239999999999995
3484,2023Q3,Europe,Albania,73.14
3485,2023Q3,Europe,Andorra,79.856
3486,2023Q3,Europe,Austria,84.824
3487,2023Q3,Europe,Belarus,75.716
3488,2023Q3,Europe,Belgium,85.652
3489,2023Q3,Europe,Bosnia and Herzegovina,71.76
3490,2023Q3,Europe,Bulgaria,75.07199999999999
3491,2023Q3,Europe,Croatia,78.292
3492,2023Q3,Europe,Cyprus,81.604
3493,2023Q3,Europe,Czechia,82.8
3494,2023Q3,Europe,Denmark,86.47999999999999
3495,2023Q3,Europe,England,0.0
3496,2023Q3,Europe,Estonia,82.06400000000001
3497,2023Q3,Europe,Faeroe Islands,0.0
3498,2023Q3,Europe,Finland,86.29599999999999
3499,2023Q3,Europe,France,82.892
3500,2023Q3,Europe,Germany,87.124
3501,2023Q3,Europe,Gibraltar,0.0
3502,2023Q3,Europe,Greece,81.696
3503,2023Q3,Europe,Guernsey,0.0
3504,2023Q3,Europe,Hungary,78.568
3505,2023Q3,Europe,Iceland,87.30799999999999
3506,2023Q3,Europe,Ireland,87.86
3507,2023Q3,Europe,Isle of Man,0.0
3508,2023Q3,Europe,Italy,82.06400000000001
3509,2023Q3,Europe,Jersey,0.0
3510,2023Q3,Europe,Kosovo,0.0
3511,2023Q3,Europe,Latvia,79.672
3512,2023Q3,Europe,Liechtenstein,84.548
3513,2023Q3,Europe,Lithuania,81.144
3514,2023Q3,Europe,Luxembourg,84.272
3515,2023Q3,Europe,Malta,82.34
3516,2023Q3,Europe,Moldova,69.0
3517,2023Q3,Europe,Monaco,0.0
3518,2023Q3,Europe,Montenegro,76.268
3519,2023Q3,Europe,Netherlands,86.848
3520,2023Q3,Europe,North Macedonia,71.208
3521,2023Q3,Europe,Northern Ireland,0.0
3522,2023Q3,Europe,Norway,88.044
3523,2023Q3,Europe,Poland,80.96
3524,2023Q3,Europe,Portugal,79.488
3525,2023Q3,Europe,Romania,76.176
3526,2023Q3,Europe,Russia,75.80799999999999
3527,2023Q3,Europe,San Marino,0.0
3528,2023Q3,Europe,Scotland,0.0
3529,2023Q3,Europe,Serbia,74.152
3530,2023Q3,Europe,Slovakia,79.12
3531,2023Q3,Europe,Slovenia,84.364
3532,2023Q3,Europe,Spain,83.168
3533,2023Q3,Europe,Sweden,86.94
3534,2023Q3,Europe,Switzerland,87.86
3535,2023Q3,Europe,Ukraine,71.668
3536,2023Q3,Europe,United Kingdom,85.744
3537,2023Q3,Europe,Vatican,0.0
3538,2023Q3,Europe,Wales,0.0
3539,2023Q3,North America,Anguilla,0.0
3540,2023Q3,North America,Antigua and Barbuda,71.57600000000001
3541,2023Q3,North America,Aruba,0.0
3542,2023Q3,North America,Bahamas,74.88799999999999
3543,2023Q3,North America,Barbados,74.88799999999999
3544,2023Q3,North America,Belize,65.872
3545,2023Q3,North America,Bermuda,0.0
3546,2023Q3,North America,Bonaire Sint Eustatius and Saba,0.0
3547,2023Q3,North America,British Virgin Islands,0.0
3548,2023Q3,North America,Canada,85.468
3549,2023Q3,North America,Cayman Islands,0.0
3550,2023Q3,North America,Costa Rica,74.52000000000001
3551,2023Q3,North America,Cuba,72.036
3552,2023Q3,North America,Curacao,0.0
3553,2023Q3,North America,Dominica,68.264
3554,2023Q3,North America,Dominican Republic,69.552
3555,2023Q3,North America,El Salvador,61.916000000000004
3556,2023Q3,North America,Greenland,0.0
3557,2023Q3,North America,Grenada,71.668
3558,2023Q3,North America,Guadeloupe,0.0
3559,2023Q3,North America,Guatemala,60.996
3560,2023Q3,North America,Haiti,46.92
3561,2023Q3,North America,Honduras,58.328
3562,2023Q3,North America,Jamaica,67.52799999999999
3563,2023Q3,North America,Martinique,0.0
3564,2023Q3,North America,Mexico,71.668
3565,2023Q3,North America,Montserrat,0.0
3566,2023Q3,North America,Nicaragua,60.720000000000006
3567,2023Q3,North America,Panama,74.97999999999999
3568,2023Q3,North America,Puerto Rico,0.0
3569,2023Q3,North America,Saint Barthelemy,0.0
3570,2023Q3,North America,Saint Kitts and Nevis,71.668
3571,2023Q3,North America,Saint Lucia,69.828
3572,2023Q3,North America,Saint Martin (French part),0.0
3573,2023Q3,North America,Saint Pierre and Miquelon,0.0
3574,2023Q3,North America,Saint Vincent and the Grenadines,67.896
3575,2023Q3,North America,Sint Maarten (Dutch part),0.0
3576,2023Q3,North America,Trinidad and Tobago,73.232
3577,2023Q3,North America,Turks and Caicos Islands,0.0
3578,2023Q3,North America,United States,85.19200000000001
3579,2023Q3,North America,United States Virgin Islands,0.0
3580,2023Q3,Oceania,American Samoa,0.0
3581,2023Q3,Oceania,Australia,86.848
3582,2023Q3,Oceania,Cook Islands,0.0
3583,2023Q3,Oceania,Fiji,68.356
3584,2023Q3,Oceania,French Polynesia,0.0
