,date,continent,location,human_development_index
1220,2021Q2,Africa,Ethiopia,44.135
1221,2021Q2,Africa,Gabon,63.973
1222,2021Q2,Africa,Gambia,45.136
1223,2021Q2,Africa,Ghana,55.601
1224,2021Q2,Africa,Guinea,43.407
1225,2021Q2,Africa,Guinea-Bissau,43.68
1226,2021Q2,Africa,Kenya,54.690999999999995
1227,2021Q2,Africa,Lesotho,47.957
1228,2021Q2,Africa,Liberia,43.68
1229,2021Q2,Africa,Libya,65.884
1230,2021Q2,Africa,Madagascar,48.048
1231,2021Q2,Africa,Malawi,43.952999999999996
1232,2021Q2,Africa,Mali,39.494
1233,2021Q2,Africa,Mauritania,49.68600000000001
1234,2021Q2,Africa,Mauritius,73.164
1235,2021Q2,Africa,Mayotte,0.0
1236,2021Q2,Africa,Morocco,62.426
1237,2021Q2,Africa,Mozambique,41.496
1238,2021Q2,Africa,Namibia,58.786
1239,2021Q2,Africa,Niger,35.854
1240,2021Q2,Africa,Nigeria,49.04900000000001
1241,2021Q2,Africa,Reunion,0.0
1242,2021Q2,Africa,Rwanda,49.413000000000004
1243,2021Q2,Africa,Saint Helena,0.0
1244,2021Q2,Africa,Sao Tome and Principe,56.875
1245,2021Q2,Africa,Senegal,46.592
1246,2021Q2,Africa,Seychelles,72.436
1247,2021Q2,Africa,Sierra Leone,41.132
1248,2021Q2,Africa,Somalia,0.0
1249,2021Q2,Africa,South Africa,64.51899999999999
1250,2021Q2,Africa,South Sudan,39.403
1251,2021Q2,Africa,Sudan,46.410000000000004
1252,2021Q2,Africa,Tanzania,48.139
1253,2021Q2,Africa,Togo,46.865
1254,2021Q2,Africa,Tunisia,67.34
1255,2021Q2,Africa,Uganda,49.504000000000005
1256,2021Q2,Africa,Zambia,53.144
1257,2021Q2,Africa,Zimbabwe,51.961
1258,2021Q2,Asia,Afghanistan,46.501
1259,2021Q2,Asia,Armenia,70.616
1260,2021Q2,Asia,Azerbaijan,68.796
1261,2021Q2,Asia,Bahrain,77.532
1262,2021Q2,Asia,Bangladesh,57.512
1263,2021Q2,Asia,Bhutan,59.514
1264,2021Q2,Asia,Brunei,76.258
1265,2021Q2,Asia,Cambodia,54.053999999999995
1266,2021Q2,Asia,China,69.251
1267,2021Q2,Asia,Georgia,73.89200000000001
1268,2021Q2,Asia,Hong Kong,86.359
1269,2021Q2,Asia,India,58.695
1270,2021Q2,Asia,Indonesia,65.338
1271,2021Q2,Asia,Iran,71.253
1272,2021Q2,Asia,Iraq,61.334
1273,2021Q2,Asia,Israel,83.629
1274,2021Q2,Asia,Japan,83.629
1275,2021Q2,Asia,Jordan,66.339
1276,2021Q2,Asia,Kazakhstan,75.075
1277,2021Q2,Asia,Kuwait,73.346
1278,2021Q2,Asia,Kyrgyzstan,63.42699999999999
1279,2021Q2,Asia,Laos,55.783
1280,2021Q2,Asia,Lebanon,67.704
1281,2021Q2,Asia,Macao,0.0
1282,2021Q2,Asia,Malaysia,73.71000000000001
1283,2021Q2,Asia,Maldives,67.34
1284,2021Q2,Asia,Mongolia,67.067
1285,2021Q2,Asia,Myanmar,53.053
1286,2021Q2,Asia,Nepal,54.782
1287,2021Q2,Asia,North Korea,0.0
1288,2021Q2,Asia,Northern Cyprus,0.0
1289,2021Q2,Asia,Oman,73.98299999999999
1290,2021Q2,Asia,Pakistan,50.687000000000005
1291,2021Q2,Asia,Palestine,64.428
1292,2021Q2,Asia,Philippines,65.338
1293,2021Q2,Asia,Qatar,77.16799999999999
1294,2021Q2,Asia,Saudi Arabia,77.714
1295,2021Q2,Asia,Singapore,85.35799999999999
1296,2021Q2,Asia,South Korea,83.35600000000001
1297,2021Q2,Asia,Sri Lanka,71.162
1298,2021Q2,Asia,Syria,51.596999999999994
1299,2021Q2,Asia,Taiwan,0.0
1300,2021Q2,Asia,Tajikistan,60.788000000000004
1301,2021Q2,Asia,Thailand,70.70700000000001
1302,2021Q2,Asia,Timor,55.146
1303,2021Q2,Asia,Turkey,74.61999999999999
1304,2021Q2,Asia,Turkmenistan,65.065
1305,2021Q2,Asia,United Arab Emirates,80.99
1306,2021Q2,Asia,Uzbekistan,65.52
1307,2021Q2,Asia,Vietnam,64.064
1308,2021Q2,Asia,Yemen,42.769999999999996
1309,2021Q2,Europe,Albania,72.345
1310,2021Q2,Europe,Andorra,78.988
1311,2021Q2,Europe,Austria,83.902
1312,2021Q2,Europe,Belarus,74.893
1313,2021Q2,Europe,Belgium,84.721
1314,2021Q2,Europe,Bosnia and Herzegovina,70.98
1315,2021Q2,Europe,Bulgaria,74.256
1316,2021Q2,Europe,Croatia,77.441
1317,2021Q2,Europe,Cyprus,80.717
1318,2021Q2,Europe,Czechia,81.9
1319,2021Q2,Europe,Denmark,85.53999999999999
1320,2021Q2,Europe,England,0.0
1321,2021Q2,Europe,Estonia,81.172
1322,2021Q2,Europe,Faeroe Islands,0.0
1323,2021Q2,Europe,Finland,85.35799999999999
1324,2021Q2,Europe,France,81.991
1325,2021Q2,Europe,Germany,86.17699999999999
1326,2021Q2,Europe,Gibraltar,0.0
1327,2021Q2,Europe,Greece,80.808
1328,2021Q2,Europe,Guernsey,0.0
1329,2021Q2,Europe,Hungary,77.714
1330,2021Q2,Europe,Iceland,86.359
1331,2021Q2,Europe,Ireland,86.905
1332,2021Q2,Europe,Isle of Man,0.0
1333,2021Q2,Europe,Italy,81.172
1334,2021Q2,Europe,Jersey,0.0
1335,2021Q2,Europe,Kosovo,0.0
1336,2021Q2,Europe,Latvia,78.806
1337,2021Q2,Europe,Liechtenstein,83.629
1338,2021Q2,Europe,Lithuania,80.262
1339,2021Q2,Europe,Luxembourg,83.35600000000001
1340,2021Q2,Europe,Malta,81.44500000000001
1341,2021Q2,Europe,Moldova,68.25
1342,2021Q2,Europe,Monaco,0.0
1343,2021Q2,Europe,Montenegro,75.439
1344,2021Q2,Europe,Netherlands,85.904
1345,2021Q2,Europe,North Macedonia,70.434
1346,2021Q2,Europe,Northern Ireland,0.0
1347,2021Q2,Europe,Norway,87.087
1348,2021Q2,Europe,Poland,80.08
1349,2021Q2,Europe,Portugal,78.624
1350,2021Q2,Europe,Romania,75.348
1351,2021Q2,Europe,Russia,74.984
1352,2021Q2,Europe,San Marino,0.0
1353,2021Q2,Europe,Scotland,0.0
1354,2021Q2,Europe,Serbia,73.346
1355,2021Q2,Europe,Slovakia,78.26
1356,2021Q2,Europe,Slovenia,83.447
1357,2021Q2,Europe,Spain,82.264
1358,2021Q2,Europe,Sweden,85.99499999999999
1359,2021Q2,Europe,Switzerland,86.905
1360,2021Q2,Europe,Ukraine,70.889
1361,2021Q2,Europe,United Kingdom,84.812
1362,2021Q2,Europe,Vatican,0.0
1363,2021Q2,Europe,Wales,0.0
1364,2021Q2,North America,Anguilla,0.0
1365,2021Q2,North America,Antigua and Barbuda,70.798
1366,2021Q2,North America,Aruba,0.0
1367,2021Q2,North America,Bahamas,74.074
1368,2021Q2,North America,Barbados,74.074
1369,2021Q2,North America,Belize,65.15599999999999
1370,2021Q2,North America,Bermuda,0.0
1371,2021Q2,North America,Bonaire Sint Eustatius and Saba,0.0
1372,2021Q2,North America,British Virgin Islands,0.0
1373,2021Q2,North America,Canada,84.539
1374,2021Q2,North America,Cayman Islands,0.0
1375,2021Q2,North America,Costa Rica,73.71000000000001
1376,2021Q2,North America,Cuba,71.253
1377,2021Q2,North America,Curacao,0.0
1378,2021Q2,North America,Dominica,67.522
1379,2021Q2,North America,Dominican Republic,68.796
1380,2021Q2,North America,El Salvador,61.243
1381,2021Q2,North America,Greenland,0.0
1382,2021Q2,North America,Grenada,70.889
1383,2021Q2,North America,Guadeloupe,0.0
1384,2021Q2,North America,Guatemala,60.333000000000006
1385,2021Q2,North America,Haiti,46.410000000000004
1386,2021Q2,North America,Honduras,57.694
1387,2021Q2,North America,Jamaica,66.794
1388,2021Q2,North America,Martinique,0.0
1389,2021Q2,North America,Mexico,70.889
1390,2021Q2,North America,Montserrat,0.0
1391,2021Q2,North America,Nicaragua,60.06
1392,2021Q2,North America,Panama,74.16499999999999
1393,2021Q2,North America,Puerto Rico,0.0
1394,2021Q2,North America,Saint Barthelemy,0.0
1395,2021Q2,North America,Saint Kitts and Nevis,70.889
1396,2021Q2,North America,Saint Lucia,69.069
1397,2021Q2,North America,Saint Martin (French part),0.0
1398,2021Q2,North America,Saint Pierre and Miquelon,0.0
1399,2021Q2,North America,Saint Vincent and the Grenadines,67.158
1400,2021Q2,North America,Sint Maarten (Dutch part),0.0
1401,2021Q2,North America,Trinidad and Tobago,72.436
1402,2021Q2,North America,Turks and Caicos Islands,0.0
1403,2021Q2,North America,United States,84.266
1404,2021Q2,North America,United States Virgin Islands,0.0
1405,2021Q2,Oceania,American Samoa,0.0
1406,2021Q2,Oceania,Australia,85.904
1407,2021Q2,Oceania,Cook Islands,0.0
1408,2021Q2,Oceania,Fiji,67.613
1409,2021Q2,Oceania,French Polynesia,0.0
1410,2021Q2,Oceania,Guam,0.0
1411,2021Q2,Oceania,Kiribati,57.33
1412,2021Q2,Oceania,Marshall Islands,64.064
1413,2021Q2,Oceania,Micronesia (country),56.42
1414,2021Q2,Oceania,Nauru,0.0
1415,2021Q2,Oceania,New Caledonia,0.0
1416,2021Q2,Oceania,New Zealand,84.721
1417,2021Q2,Oceania,Niue,0.0
1418,2021Q2,Oceania,Northern Mariana Islands,0.0
1419,2021Q2,Oceania,Palau,75.166
1420,2021Q2,Oceania,Papua New Guinea,50.505
1421,2021Q2,Oceania,Pitcairn,0.0
1422,2021Q2,Oceania,Samoa,65.065
1423,2021Q2,Oceania,Solomon Islands,51.596999999999994
1424,2021Q2,Oceania,Tokelau,0.0
1425,2021Q2,Oceania,Tonga,65.975
1426,2021Q2,Oceania,Tuvalu,0.0
1427,2021Q2,Oceania,Vanuatu,55.419
1428,2021Q2,Oceania,Wallis and Futuna,0.0
1429,2021Q2,South America,Argentina,76.895
1430,2021Q2,South America,Bolivia,65.338
1431,2021Q2,South America,Brazil,69.615
1432,2021Q2,South America,Chile,77.441
1433,2021Q2,South America,Colombia,69.797
1434,2021Q2,South America,Ecuador,69.069
1435,2021Q2,South America,Falkland Islands,0.0
1436,2021Q2,South America,French Guiana,0.0
1437,2021Q2,South America,Guyana,62.062000000000005
1438,2021Q2,South America,Paraguay,66.248
1439,2021Q2,South America,Peru,70.70700000000001
1440,2021Q2,South America,Suriname,67.158
1441,2021Q2,South America,Uruguay,74.347
1442,2021Q2,South America,Venezuela,64.701
1443,2021Q3,Africa,Algeria,68.816
1444,2021Q3,Africa,Angola,53.452
1445,2021Q3,Africa,Benin,50.14
1446,2021Q3,Africa,Botswana,67.62
1447,2021Q3,Africa,Burkina Faso,41.584
1448,2021Q3,Africa,Burundi,39.836
1449,2021Q3,Africa,Cameroon,51.79599999999999
1450,2021Q3,Africa,Cape Verde,61.18000000000001
1451,2021Q3,Africa,Central African Republic,36.524
1452,2021Q3,Africa,Chad,36.616
1453,2021Q3,Africa,Comoros,50.968
1454,2021Q3,Africa,Congo,52.80799999999999
1455,2021Q3,Africa,Cote d'Ivoire,49.496
1456,2021Q3,Africa,Democratic Republic of Congo,44.16
1457,2021Q3,Africa,Djibouti,48.208
1458,2021Q3,Africa,Egypt,65.044
1459,2021Q3,Africa,Equatorial Guinea,54.464
1460,2021Q3,Africa,Eritrea,42.228
1461,2021Q3,Africa,Eswatini,56.211999999999996
1462,2021Q3,Africa,Ethiopia,44.62
1463,2021Q3,Africa,Gabon,64.676
1464,2021Q3,Africa,Gambia,45.632
1465,2021Q3,Africa,Ghana,56.211999999999996
1466,2021Q3,Africa,Guinea,43.884
1467,2021Q3,Africa,Guinea-Bissau,44.16
1468,2021Q3,Africa,Kenya,55.292
1469,2021Q3,Africa,Lesotho,48.484
1470,2021Q3,Africa,Liberia,44.16
1471,2021Q3,Africa,Libya,66.608
1472,2021Q3,Africa,Madagascar,48.576
1473,2021Q3,Africa,Malawi,44.436
1474,2021Q3,Africa,Mali,39.928
1475,2021Q3,Africa,Mauritania,50.232000000000006
1476,2021Q3,Africa,Mauritius,73.968
1477,2021Q3,Africa,Mayotte,0.0
1478,2021Q3,Africa,Morocco,63.112
1479,2021Q3,Africa,Mozambique,41.952
1480,2021Q3,Africa,Namibia,59.432
1481,2021Q3,Africa,Niger,36.248000000000005
1482,2021Q3,Africa,Nigeria,49.588
1483,2021Q3,Africa,Reunion,0.0
1484,2021Q3,Africa,Rwanda,49.956
1485,2021Q3,Africa,Saint Helena,0.0
1486,2021Q3,Africa,Sao Tome and Principe,57.5
1487,2021Q3,Africa,Senegal,47.104
1488,2021Q3,Africa,Seychelles,73.232
1489,2021Q3,Africa,Sierra Leone,41.584
1490,2021Q3,Africa,Somalia,0.0
1491,2021Q3,Africa,South Africa,65.228
1492,2021Q3,Africa,South Sudan,39.836
1493,2021Q3,Africa,Sudan,46.92
1494,2021Q3,Africa,Tanzania,48.668
1495,2021Q3,Africa,Togo,47.38
1496,2021Q3,Africa,Tunisia,68.08
1497,2021Q3,Africa,Uganda,50.048
1498,2021Q3,Africa,Zambia,53.727999999999994
1499,2021Q3,Africa,Zimbabwe,52.532
1500,2021Q3,Asia,Afghanistan,47.012
1501,2021Q3,Asia,Armenia,71.392
1502,2021Q3,Asia,Azerbaijan,69.552
1503,2021Q3,Asia,Bahrain,78.384
1504,2021Q3,Asia,Bangladesh,58.144
1505,2021Q3,Asia,Bhutan,60.168
1506,2021Q3,Asia,Brunei,77.096
1507,2021Q3,Asia,Cambodia,54.647999999999996
1508,2021Q3,Asia,China,70.012
1509,2021Q3,Asia,Georgia,74.70400000000001
1510,2021Q3,Asia,Hong Kong,87.30799999999999
1511,2021Q3,Asia,India,59.34
1512,2021Q3,Asia,Indonesia,66.056
1513,2021Q3,Asia,Iran,72.036
1514,2021Q3,Asia,Iraq,62.008
1515,2021Q3,Asia,Israel,84.548
1516,2021Q3,Asia,Japan,84.548
1517,2021Q3,Asia,Jordan,67.068
1518,2021Q3,Asia,Kazakhstan,75.89999999999999
1519,2021Q3,Asia,Kuwait,74.152
1520,2021Q3,Asia,Kyrgyzstan,64.124
1521,2021Q3,Asia,Laos,56.396
1522,2021Q3,Asia,Lebanon,68.448
1523,2021Q3,Asia,Macao,0.0
1524,2021Q3,Asia,Malaysia,74.52000000000001
1525,2021Q3,Asia,Maldives,68.08
1526,2021Q3,Asia,Mongolia,67.804
1527,2021Q3,Asia,Myanmar,53.635999999999996
1528,2021Q3,Asia,Nepal,55.384
1529,2021Q3,Asia,North Korea,0.0
1530,2021Q3,Asia,Northern Cyprus,0.0
1531,2021Q3,Asia,Oman,74.79599999999999
1532,2021Q3,Asia,Pakistan,51.24400000000001
1533,2021Q3,Asia,Palestine,65.136
1534,2021Q3,Asia,Philippines,66.056
1535,2021Q3,Asia,Qatar,78.01599999999999
1536,2021Q3,Asia,Saudi Arabia,78.568
1537,2021Q3,Asia,Singapore,86.29599999999999
1538,2021Q3,Asia,South Korea,84.272
1539,2021Q3,Asia,Sri Lanka,71.944
1540,2021Q3,Asia,Syria,52.163999999999994
1541,2021Q3,Asia,Taiwan,0.0
1542,2021Q3,Asia,Tajikistan,61.456
1543,2021Q3,Asia,Thailand,71.48400000000001
1544,2021Q3,Asia,Timor,55.751999999999995
1545,2021Q3,Asia,Turkey,75.44
1546,2021Q3,Asia,Turkmenistan,65.78
1547,2021Q3,Asia,United Arab Emirates,81.88
1548,2021Q3,Asia,Uzbekistan,66.24
1549,2021Q3,Asia,Vietnam,64.768
1550,2021Q3,Asia,Yemen,43.239999999999995
1551,2021Q3,Europe,Albania,73.14
1552,2021Q3,Europe,Andorra,79.856
1553,2021Q3,Europe,Austria,84.824
1554,2021Q3,Europe,Belarus,75.716
1555,2021Q3,Europe,Belgium,85.652
1556,2021Q3,Europe,Bosnia and Herzegovina,71.76
1557,2021Q3,Europe,Bulgaria,75.07199999999999
1558,2021Q3,Europe,Croatia,78.292
1559,2021Q3,Europe,Cyprus,81.604
1560,2021Q3,Europe,Czechia,82.8
1561,2021Q3,Europe,Denmark,86.47999999999999
1562,2021Q3,Europe,England,0.0
1563,2021Q3,Europe,Estonia,82.06400000000001
1564,2021Q3,Europe,Faeroe Islands,0.0
1565,2021Q3,Europe,Finland,86.29599999999999
1566,2021Q3,Europe,France,82.892
1567,2021Q3,Europe,Germany,87.124
1568,2021Q3,Europe,Gibraltar,0.0
1569,2021Q3,Europe,Greece,81.696
1570,2021Q3,Europe,Guernsey,0.0
1571,2021Q3,Europe,Hungary,78.568
1572,2021Q3,Europe,Iceland,87.30799999999999
1573,2021Q3,Europe,Ireland,87.86
1574,2021Q3,Europe,Isle of Man,0.0
1575,2021Q3,Europe,Italy,82.06400000000001
1576,2021Q3,Europe,Jersey,0.0
1577,2021Q3,Europe,Kosovo,0.0
1578,2021Q3,Europe,Latvia,79.672
1579,2021Q3,Europe,Liechtenstein,84.548
1580,2021Q3,Europe,Lithuania,81.144
1581,2021Q3,Europe,Luxembourg,84.272
1582,2021Q3,Europe,Malta,82.34
1583,2021Q3,Europe,Moldova,69.0
1584,2021Q3,Europe,Monaco,0.0
1585,2021Q3,Europe,Montenegro,76.268
1586,2021Q3,Europe,Netherlands,86.848
1587,2021Q3,Europe,North Macedonia,71.208
1588,2021Q3,Europe,Northern Ireland,0.0
1589,2021Q3,Europe,Norway,88.044
1590,2021Q3,Europe,Poland,80.96
1591,2021Q3,Europe,Portugal,79.488
1592,2021Q3,Europe,Romania,76.176
1593,2021Q3,Europe,Russia,75.80799999999999
1594,2021Q3,Europe,San Marino,0.0
1595,2021Q3,Europe,Scotland,0.0
1596,2021Q3,Europe,Serbia,74.152
1597,2021Q3,Europe,Slovakia,79.12
1598,2021Q3,Europe,Slovenia,84.364
1599,2021Q3,Europe,Spain,83.168
1600,2021Q3,Europe,Sweden,86.94
1601,2021Q3,Europe,Switzerland,87.86
1602,2021Q3,Europe,Ukraine,71.668
1603,2021Q3,Europe,United Kingdom,85.744
1604,2021Q3,Europe,Vatican,0.0
1605,2021Q3,Europe,Wales,0.0
1606,2021Q3,North America,Anguilla,0.0
1607,2021Q3,North America,Antigua and Barbuda,71.57600000000001
1608,2021Q3,North America,Aruba,0.0
1609,2021Q3,North America,Bahamas,74.88799999999999
1610,2021Q3,North America,Barbados,74.88799999999999
1611,2021Q3,North America,Belize,65.872
1612,2021Q3,North America,Bermuda,0.0
1613,2021Q3,North America,Bonaire Sint Eustatius and Saba,0.0
1614,2021Q3,North America,British Virgin Islands,0.0
1615,2021Q3,North America,Canada,85.468
1616,2021Q3,North America,Cayman Islands,0.0
1617,2021Q3,North America,Costa Rica,74.52000000000001
1618,2021Q3,North America,Cuba,72.036
1619,2021Q3,North America,Curacao,0.0
1620,2021Q3,North America,Dominica,68.264
1621,2021Q3,North America,Dominican Republic,69.552
1622,2021Q3,North America,El Salvador,61.916000000000004
1623,2021Q3,North America,Greenland,0.0
1624,2021Q3,North America,Grenada,71.668
1625,2021Q3,North America,Guadeloupe,0.0
1626,2021Q3,North America,Guatemala,60.996
1627,2021Q3,North America,Haiti,46.92
1628,2021Q3,North America,Honduras,58.328
1629,2021Q3,North America,Jamaica,67.52799999999999
1630,2021Q3,North America,Martinique,0.0
1631,2021Q3,North America,Mexico,71.668
1632,2021Q3,North America,Montserrat,0.0
1633,2021Q3,North America,Nicaragua,60.720000000000006
1634,2021Q3,North America,Panama,74.97999999999999
1635,2021Q3,North America,Puerto Rico,0.0
1636,2021Q3,North America,Saint Barthelemy,0.0
1637,2021Q3,North America,Saint Kitts and Nevis,71.668
1638,2021Q3,North America,Saint Lucia,69.828
1639,2021Q3,North America,Saint Martin (French part),0.0
1640,2021Q3,North America,Saint Pierre and Miquelon,0.0
1641,2021Q3,North America,Saint Vincent and the Grenadines,67.896
1642,2021Q3,North America,Sint Maarten (Dutch part),0.0
1643,2021Q3,North America,Trinidad and Tobago,73.232
1644,2021Q3,North America,Turks and Caicos Islands,0.0
1645,2021Q3,North America,United States,85.19200000000001
1646,2021Q3,North America,United States Virgin Islands,0.0
1647,2021Q3,Oceania,American Samoa,0.0
1648,2021Q3,Oceania,Australia,86.848
1649,2021Q3,Oceania,Cook Islands,0.0
1650,2021Q3,Oceania,Fiji,68.356
1651,2021Q3,Oceania,French Polynesia,0.0
1652,2021Q3,Oceania,Guam,0.0
1653,2021Q3,Oceania,Kiribati,57.96
1654,2021Q3,Oceania,Marshall Islands,64.768
1655,2021Q3,Oceania,Micronesia (country),57.04
1656,2021Q3,Oceania,Nauru,0.0
1657,2021Q3,Oceania,New Caledonia,0.0
1658,2021Q3,Oceania,New Zealand,85.652
1659,2021Q3,Oceania,Niue,0.0
1660,2021Q3,Oceania,Northern Mariana Islands,0.0
1661,2021Q3,Oceania,Palau,75.99199999999999
1662,2021Q3,Oceania,Papua New Guinea,51.06
1663,2021Q3,Oceania,Pitcairn,0.0
1664,2021Q3,Oceania,Samoa,65.78
1665,2021Q3,Oceania,Solomon Islands,52.163999999999994
1666,2021Q3,Oceania,Tokelau,0.0
1667,2021Q3,Oceania,Tonga,66.7
1668,2021Q3,Oceania,Tuvalu,0.0
1669,2021Q3,Oceania,Vanuatu,56.028
1670,2021Q3,Oceania,Wallis and Futuna,0.0
1671,2021Q3,South America,Argentina,77.74
1672,2021Q3,South America,Bolivia,66.056
1673,2021Q3,South America,Brazil,70.38
1674,2021Q3,South America,Chile,78.292
1675,2021Q3,South America,Colombia,70.56400000000001
1676,2021Q3,South America,Ecuador,69.828
1677,2021Q3,South America,Falkland Islands,0.0
1678,2021Q3,South America,French Guiana,0.0
1679,2021Q3,South America,Guyana,62.74400000000001
1680,2021Q3,South America,Paraguay,66.976
1681,2021Q3,South America,Peru,71.48400000000001
1682,2021Q3,South America,Suriname,67.896
1683,2021Q3,South America,Uruguay,75.164
1684,2021Q3,South America,Venezuela,65.41199999999999
1685,2021Q4,Africa,Algeria,68.816
1686,2021Q4,Africa,Angola,53.452
1687,2021Q4,Africa,Benin,50.14
1688,2021Q4,Africa,Botswana,67.62
1689,2021Q4,Africa,Burkina Faso,41.584
1690,2021Q4,Africa,Burundi,39.836
1691,2021Q4,Africa,Cameroon,51.79599999999999
1692,2021Q4,Africa,Cape Verde,61.18000000000001
1693,2021Q4,Africa,Central African Republic,36.524
1694,2021Q4,Africa,Chad,36.616
1695,2021Q4,Africa,Comoros,50.968
1696,2021Q4,Africa,Congo,52.80799999999999
1697,2021Q4,Africa,Cote d'Ivoire,49.496
1698,2021Q4,Africa,Democratic Republic of Congo,44.16
1699,2021Q4,Africa,Djibouti,48.208
1700,2021Q4,Africa,Egypt,65.044
1701,2021Q4,Africa,Equatorial Guinea,54.464
1702,2021Q4,Africa,Eritrea,42.228
1703,2021Q4,Africa,Eswatini,56.211999999999996
1704,2021Q4,Africa,Ethiopia,44.62
1705,2021Q4,Africa,Gabon,64.676
1706,2021Q4,Africa,Gambia,45.632
1707,2021Q4,Africa,Ghana,56.211999999999996
1708,2021Q4,Africa,Guinea,43.884
1709,2021Q4,Africa,Guinea-Bissau,44.16
1710,2021Q4,Africa,Kenya,55.292
1711,2021Q4,Africa,Lesotho,48.484
1712,2021Q4,Africa,Liberia,44.16
1713,2021Q4,Africa,Libya,66.608
1714,2021Q4,Africa,Madagascar,48.576
1715,2021Q4,Africa,Malawi,44.436
1716,2021Q4,Africa,Mali,39.928
1717,2021Q4,Africa,Mauritania,50.232000000000006
1718,2021Q4,Africa,Mauritius,73.968
1719,2021Q4,Africa,Mayotte,0.0
1720,2021Q4,Africa,Morocco,63.112
1721,2021Q4,Africa,Mozambique,41.952
1722,2021Q4,Africa,Namibia,59.432
1723,2021Q4,Africa,Niger,36.248000000000005
1724,2021Q4,Africa,Nigeria,49.588
1725,2021Q4,Africa,Reunion,0.0
1726,2021Q4,Africa,Rwanda,49.956
1727,2021Q4,Africa,Saint Helena,0.0
1728,2021Q4,Africa,Sao Tome and Principe,57.5
1729,2021Q4,Africa,Senegal,47.104
1730,2021Q4,Africa,Seychelles,73.232
1731,2021Q4,Africa,Sierra Leone,41.584
1732,2021Q4,Africa,Somalia,0.0
1733,2021Q4,Africa,South Africa,65.228
1734,2021Q4,Africa,South Sudan,39.836
1735,2021Q4,Africa,Sudan,46.92
1736,2021Q4,Africa,Tanzania,48.668
1737,2021Q4,Africa,Togo,47.38
1738,2021Q4,Africa,Tunisia,68.08
1739,2021Q4,Africa,Uganda,50.048
1740,2021Q4,Africa,Zambia,53.727999999999994
1741,2021Q4,Africa,Zimbabwe,52.532
1742,2021Q4,Asia,Afghanistan,47.012
1743,2021Q4,Asia,Armenia,71.392
1744,2021Q4,Asia,Azerbaijan,69.552
1745,2021Q4,Asia,Bahrain,78.384
1746,2021Q4,Asia,Bangladesh,58.144
1747,2021Q4,Asia,Bhutan,60.168
1748,2021Q4,Asia,Brunei,77.096
1749,2021Q4,Asia,Cambodia,54.647999999999996
1750,2021Q4,Asia,China,70.012
1751,2021Q4,Asia,Georgia,74.70400000000001
1752,2021Q4,Asia,Hong Kong,87.30799999999999
1753,2021Q4,Asia,India,59.34
1754,2021Q4,Asia,Indonesia,66.056
1755,2021Q4,Asia,Iran,72.036
1756,2021Q4,Asia,Iraq,62.008
1757,2021Q4,Asia,Israel,84.548
1758,2021Q4,Asia,Japan,84.548
1759,2021Q4,Asia,Jordan,67.068
1760,2021Q4,Asia,Kazakhstan,75.89999999999999
1761,2021Q4,Asia,Kuwait,74.152
1762,2021Q4,Asia,Kyrgyzstan,64.124
1763,2021Q4,Asia,Laos,56.396
1764,2021Q4,Asia,Lebanon,68.448
1765,2021Q4,Asia,Macao,0.0
1766,2021Q4,Asia,Malaysia,74.52000000000001
1767,2021Q4,Asia,Maldives,68.08
1768,2021Q4,Asia,Mongolia,67.804
1769,2021Q4,Asia,Myanmar,53.635999999999996
1770,2021Q4,Asia,Nepal,55.384
1771,2021Q4,Asia,North Korea,0.0
1772,2021Q4,Asia,Northern Cyprus,0.0
1773,2021Q4,Asia,Oman,74.79599999999999
1774,2021Q4,Asia,Pakistan,51.24400000000001
1775,2021Q4,Asia,Palestine,65.136
1776,2021Q4,Asia,Philippines,66.056
1777,2021Q4,Asia,Qatar,78.01599999999999
1778,2021Q4,Asia,Saudi Arabia,78.568
1779,2021Q4,Asia,Singapore,86.29599999999999
1780,2021Q4,Asia,South Korea,84.272
1781,2021Q4,Asia,Sri Lanka,71.944
1782,2021Q4,Asia,Syria,52.163999999999994
1783,2021Q4,Asia,Taiwan,0.0
1784,2021Q4,Asia,Tajikistan,61.456
1785,2021Q4,Asia,Thailand,71.48400000000001
1786,2021Q4,Asia,Timor,55.751999999999995
1787,2021Q4,Asia,Turkey,75.44
1788,2021Q4,Asia,Turkmenistan,65.78
1789,2021Q4,Asia,United Arab Emirates,81.88
1790,2021Q4,Asia,Uzbekistan,66.24
1791,2021Q4,Asia,Vietnam,64.768
1792,2021Q4,Asia,Yemen,43.239999999999995
1793,2021Q4,Europe,Albania,73.14
1794,2021Q4,Europe,Andorra,79.856
1795,2021Q4,Europe,Austria,84.824
1796,2021Q4,Europe,Belarus,75.716
1797,2021Q4,Europe,Belgium,85.652
1798,2021Q4,Europe,Bosnia and Herzegovina,71.76
1799,2021Q4,Europe,Bulgaria,75.07199999999999
1800,2021Q4,Europe,Croatia,78.292
1801,2021Q4,Europe,Cyprus,81.604
1802,2021Q4,Europe,Czechia,82.8
1803,2021Q4,Europe,Denmark,86.47999999999999
1804,2021Q4,Europe,England,0.0
1805,2021Q4,Europe,Estonia,82.06400000000001
1806,2021Q4,Europe,Faeroe Islands,0.0
1807,2021Q4,Europe,Finland,86.29599999999999
1808,2021Q4,Europe,France,82.892
1809,2021Q4,Europe,Germany,87.124
1810,2021Q4,Europe,Gibraltar,0.0
